Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,clean_text,tokens,stemmed_tokens,polarity,predicted_sentiment
Exploring the universe within during a mindful meditation session.,InnerJourney,2017-10-20 08:15:00,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35.0,70.0,Canada,2017,10,20,8,exploring the universe within during a mindful meditation session,"['exploring', 'universe', 'within', 'during', 'mindful', 'meditation', 'session']","['explor', 'univers', 'within', 'dure', 'mind', 'medit', 'session']",0.0,Neutral
Soaring like a free spirit on the winds of a coastal cliff.,Freedom,2021-02-28 13:00:00,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30.0,60.0,Australia,2021,2,28,13,soaring like a free spirit on the winds of a coastal cliff,"['soaring', 'like', 'free', 'spirit', 'winds', 'coastal', 'cliff']","['soar', 'like', 'free', 'spirit', 'wind', 'coastal', 'cliff']",0.4,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,2018-06-12 20:30:00,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28.0,55.0,UK,2018,6,12,20,dazzled by the elegance of a masquerade ball s dazzling costumes,"['dazzled', 'elegance', 'masquerade', 'ball', 'dazzling', 'costumes']","['dazzl', 'eleg', 'masquerad', 'ball', 'dazzl', 'costum']",0.75,Positive
Whimsical delight in a world of whimsical fairy tales.,Whimsy,2016-03-08 14:20:00,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20.0,40.0,USA,2016,3,8,14,whimsical delight in a world of whimsical fairy tales,"['whimsical', 'delight', 'world', 'whimsical', 'fairy', 'tales']","['whimsic', 'delight', 'world', 'whimsic', 'fairi', 'tale']",-0.5,Negative
Reflective contemplation amid the ruins of a forgotten era.,Reflection,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18.0,35.0,Greece,2023,4,18,17,reflective contemplation amid the ruins of a forgotten era,"['reflective', 'contemplation', 'amid', 'ruins', 'forgotten', 'era']","['reflect', 'contempl', 'amid', 'ruin', 'forgotten', 'era']",-0.15,Negative
Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,2020-07-25 12:45:00,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22.0,45.0,Germany,2020,7,25,12,riding the adrenaline rush on a rollercoaster s wild twists,"['riding', 'adrenaline', 'rush', 'rollercoaster', 'wild', 'twists']","['ride', 'adrenalin', 'rush', 'rollercoast', 'wild', 'twist']",0.1,Positive
Harmony resonates as musicians play a symphony of unity.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19,harmony resonates as musicians play a symphony of unity,"['harmony', 'resonates', 'musicians', 'play', 'symphony', 'unity']","['harmoni', 'reson', 'musician', 'play', 'symphoni', 'uniti']",0.0,Neutral
A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,2015-09-01 16:00:00,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15.0,30.0,Italy,2015,9,1,16,a burst of artistic creativity in the quietude of an artist s studio,"['burst', 'artistic', 'creativity', 'quietude', 'artist', 'studio']","['burst', 'artist', 'creativ', 'quietud', 'artist', 'studio']",0.3333333333333333,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,radiant joy akin to blossoming flowers on a sunlit spring morning,"['radiant', 'joy', 'akin', 'blossoming', 'flowers', 'sunlit', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blossom', 'flower', 'sunlit', 'spring', 'morn']",0.8,Positive
Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23,awe inspired by the vastness of the cosmos on a stargazing night,"['awe', 'inspired', 'vastness', 'cosmos', 'stargazing', 'night']","['awe', 'inspir', 'vast', 'cosmo', 'stargaz', 'night']",0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14,rejuvenated by the salty breeze and the sound of waves at the seaside,"['rejuvenated', 'salty', 'breeze', 'sound', 'waves', 'seaside']","['rejuven', 'salti', 'breez', 'sound', 'wave', 'seasid']",0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11,whispers of inspiration from the rustling leaves in a serene forest,"['whispers', 'inspiration', 'rustling', 'leaves', 'serene', 'forest']","['whisper', 'inspir', 'rustl', 'leav', 'seren', 'forest']",0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18,savoring the warmth of a cup of cocoa on a chilly winter evening,"['savoring', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']","['savor', 'warmth', 'cup', 'cocoa', 'chilli', 'winter', 'even']",-0.6,Negative
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19,heartfelt gratitude for the laughter shared during a family reunion,"['heartfelt', 'gratitude', 'laughter', 'shared', 'during', 'family', 'reunion']","['heartfelt', 'gratitud', 'laughter', 'share', 'dure', 'famili', 'reunion']",0.0,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35.0,70.0,Belgium,2019,3,2,20,embarking on a culinary odyssey savoring flavors around the world,"['embarking', 'culinary', 'odyssey', 'savoring', 'flavors', 'around', 'world']","['embark', 'culinari', 'odyssey', 'savor', 'flavor', 'around', 'world']",0.0,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20.0,40.0,Denmark,2022,6,8,15,euphoria floods in as the final puzzle piece fits perfectly,"['euphoria', 'floods', 'final', 'puzzle', 'piece', 'fits', 'perfectly']","['euphoria', 'flood', 'final', 'puzzl', 'piec', 'fit', 'perfectli']",0.5,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14,awe struck by the grandeur of an ancient cathedral s intricate architecture,"['awe', 'struck', 'grandeur', 'ancient', 'cathedral', 'intricate', 'architecture']","['awe', 'struck', 'grandeur', 'ancient', 'cathedr', 'intric', 'architectur']",0.0,Neutral
Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10,curiosity awakened by the mysteries of an ancient archaeological site,"['curiosity', 'awakened', 'mysteries', 'ancient', 'archaeological', 'site']","['curios', 'awaken', 'mysteri', 'ancient', 'archaeolog', 'site']",0.0,Neutral
Giddy with excitement as the first snowflakes dance from the sky.,Excitement,2020-12-02 17:30:00,SnowfallEnthusiast,Twitter,#Excitement #SnowfallMagic,22.0,45.0,Canada,2020,12,2,17,giddy with excitement as the first snowflakes dance from the sky,"['giddy', 'excitement', 'first', 'snowflakes', 'dance', 'sky']","['giddi', 'excit', 'first', 'snowflak', 'danc', 'sky']",0.25,Positive
Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,2017-06-10 12:15:00,BreadLover,Instagram,#Contentment #FreshBreadAroma,28.0,55.0,France,2017,6,10,12,contentment envelops as the aroma of freshly baked bread fills the air,"['contentment', 'envelops', 'aroma', 'freshly', 'baked', 'bread', 'fills', 'air']","['content', 'envelop', 'aroma', 'freshli', 'bake', 'bread', 'fill', 'air']",0.3,Positive
Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,2021-04-15 14:20:00,NatureResilient,Facebook,#Resilience #StandingTall,35.0,70.0,USA,2021,4,15,14,inspired by the resilience of a lone tree standing tall in a storm,"['inspired', 'resilience', 'lone', 'tree', 'standing', 'tall', 'storm']","['inspir', 'resili', 'lone', 'tree', 'stand', 'tall', 'storm']",0.0,Neutral
"Lost in the pages of a captivating novel, transported to another world.",Immersion,2019-09-28 19:45:00,Bookworm,Twitter,#Immersion #CaptivatingNovel,20.0,40.0,UK,2019,9,28,19,lost in the pages of a captivating novel transported to another world,"['lost', 'pages', 'captivating', 'novel', 'transported', 'another', 'world']","['lost', 'page', 'captiv', 'novel', 'transport', 'anoth', 'world']",0.5,Positive
Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,2016-12-05 21:00:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25.0,50.0,India,2016,12,5,21,drenched in nostalgia while flipping through an old family photo album,"['drenched', 'nostalgia', 'while', 'flipping', 'through', 'old', 'family', 'photo', 'album']","['drench', 'nostalgia', 'while', 'flip', 'through', 'old', 'famili', 'photo', 'album']",0.1,Positive
Spark of inspiration ignites like a shooting star in the night sky.,Spark,2018-02-10 23:30:00,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30.0,60.0,Australia,2018,2,10,23,spark of inspiration ignites like a shooting star in the night sky,"['spark', 'inspiration', 'ignites', 'like', 'shooting', 'star', 'night', 'sky']","['spark', 'inspir', 'ignit', 'like', 'shoot', 'star', 'night', 'sky']",0.0,Neutral
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,2023-02-15 08:30:00,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18.0,35.0,Japan,2023,2,15,8,imbued with gratitude for the simple pleasure of a warm cup of tea,"['imbued', 'gratitude', 'simple', 'pleasure', 'warm', 'cup', 'tea']","['imbu', 'gratitud', 'simpl', 'pleasur', 'warm', 'cup', 'tea']",0.3,Positive
Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,2015-08-22 15:00:00,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22.0,45.0,Brazil,2015,8,22,15,marveling at the kaleidoscope of colors in a vibrant street market,"['marveling', 'kaleidoscope', 'colors', 'vibrant', 'street', 'market']","['marvel', 'kaleidoscop', 'color', 'vibrant', 'street', 'market']",0.16666666666666666,Positive
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,2020-11-20 18:45:00,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28.0,55.0,Germany,2020,11,20,18,awash with serenity as the sun sets over a tranquil lakeside retreat,"['awash', 'serenity', 'sun', 'sets', 'over', 'tranquil', 'lakeside', 'retreat']","['awash', 'seren', 'sun', 'set', 'over', 'tranquil', 'lakesid', 'retreat']",0.0,Neutral
Drowning in sorrow as memories of lost love resurface.,Heartbreak,2019-08-05 21:00:00,LostInLove,Instagram,#Heartbreak #LostLove,15.0,30.0,USA,2019,8,5,21,drowning in sorrow as memories of lost love resurface,"['drowning', 'sorrow', 'memories', 'lost', 'love', 'resurface']","['drown', 'sorrow', 'memori', 'lost', 'love', 'resurfac']",0.5,Positive
Numbness sets in as the weight of loneliness grows heavier.,Loneliness,2021-02-12 16:45:00,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18.0,35.0,Canada,2021,2,12,16,numbness sets in as the weight of loneliness grows heavier,"['numbness', 'sets', 'weight', 'loneliness', 'grows', 'heavier']","['numb', 'set', 'weight', 'loneli', 'grow', 'heavier']",0.0,Neutral
"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,2020-11-28 14:20:00,FriendshipsEnd,Facebook,#Grief #LostFriendship,22.0,45.0,UK,2020,11,28,14,tears fall like raindrops mourning the end of a cherished friendship,"['tears', 'fall', 'like', 'raindrops', 'mourning', 'end', 'cherished', 'friendship']","['tear', 'fall', 'like', 'raindrop', 'mourn', 'end', 'cherish', 'friendship']",0.0,Neutral
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,2016-05-15 22:30:00,LostInDarkness,Instagram,#Despair #EndlessDarkness,28.0,55.0,Australia,2016,5,15,22,despair clouds the mind feeling adrift in an endless sea of darkness,"['despair', 'clouds', 'mind', 'feeling', 'adrift', 'endless', 'sea', 'darkness']","['despair', 'cloud', 'mind', 'feel', 'adrift', 'endless', 'sea', 'dark']",-0.125,Negative
"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,2018-09-10 13:15:00,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22.0,45.0,Germany,2018,9,10,13,shattered by betrayal trust crumbles like fragile glass,"['shattered', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']","['shatter', 'betray', 'trust', 'crumbl', 'like', 'fragil', 'glass']",0.0,Neutral
"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,2022-03-20 19:30:00,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25.0,50.0,Brazil,2022,3,20,19,aching heart the symphony of pain plays in the silence of solitude,"['aching', 'heart', 'symphony', 'pain', 'plays', 'silence', 'solitude']","['ach', 'heart', 'symphoni', 'pain', 'play', 'silenc', 'solitud']",0.0,Neutral
"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,2017-07-18 17:45:00,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30.0,60.0,India,2017,7,18,17,emotional storm a whirlwind of sadness engulfs every thought,"['emotional', 'storm', 'whirlwind', 'sadness', 'engulfs', 'every', 'thought']","['emot', 'storm', 'whirlwind', 'sad', 'engulf', 'everi', 'thought']",0.0,Neutral
"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,2018-12-15 10:00:00,LingeringGhost,Twitter,#Regret #HauntedPast,18.0,35.0,France,2018,12,15,10,haunted by regrets the ghost of the past lingers relentlessly,"['haunted', 'regrets', 'ghost', 'past', 'lingers', 'relentlessly']","['haunt', 'regret', 'ghost', 'past', 'linger', 'relentlessli']",-0.175,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,2015-06-28 21:15:00,EchoesOfLoss,Facebook,#Grief #TornApart,28.0,55.0,Italy,2015,6,28,21,torn apart by grief the echoes of loss reverberate through the soul,"['torn', 'apart', 'grief', 'echoes', 'loss', 'reverberate', 'through', 'soul']","['torn', 'apart', 'grief', 'echo', 'loss', 'reverber', 'through', 'soul']",-0.8,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,2020-04-02 14:20:00,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35.0,70.0,Japan,2020,4,2,14,isolation deepens an emotional winter where warmth is but a distant memory,"['isolation', 'deepens', 'emotional', 'winter', 'where', 'warmth', 'distant', 'memory']","['isol', 'deepen', 'emot', 'winter', 'where', 'warmth', 'distant', 'memori']",-0.05,Neutral
"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,2019-10-08 18:30:00,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20.0,40.0,Spain,2019,10,8,18,soul crushing disappointment hopes shattered like fragile glass,"['soul', 'crushing', 'disappointment', 'hopes', 'shattered', 'like', 'fragile', 'glass']","['soul', 'crush', 'disappoint', 'hope', 'shatter', 'like', 'fragil', 'glass']",-0.06666666666666665,Negative
"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,2016-11-22 09:45:00,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22.0,45.0,Netherlands,2016,11,22,9,painful echoes of a love once cherished now lost in the abyss of time,"['painful', 'echoes', 'love', 'once', 'cherished', 'now', 'lost', 'abyss', 'time']","['pain', 'echo', 'love', 'onc', 'cherish', 'now', 'lost', 'abyss', 'time']",-0.09999999999999998,Negative
"Heartache deepens, a solitary journey through the abyss of despair.",Despair,2022-08-18 22:00:00,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40.0,80.0,South Africa,2022,8,18,22,heartache deepens a solitary journey through the abyss of despair,"['heartache', 'deepens', 'solitary', 'journey', 'through', 'abyss', 'despair']","['heartach', 'deepen', 'solitari', 'journey', 'through', 'abyss', 'despair']",0.0,Neutral
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18.0,35.0,UK,2017,3,12,23,melancholy lingers a bittersweet serenade in the quietude of solitude,"['melancholy', 'lingers', 'bittersweet', 'serenade', 'quietude', 'solitude']","['melancholi', 'linger', 'bittersweet', 'serenad', 'quietud', 'solitud']",0.0,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,2015-12-15 16:15:00,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25.0,50.0,Australia,2015,12,15,16,bitterness like a poison seeping into every crevice of the wounded heart,"['bitterness', 'like', 'poison', 'seeping', 'into', 'every', 'crevice', 'wounded', 'heart']","['bitter', 'like', 'poison', 'seep', 'into', 'everi', 'crevic', 'wound', 'heart']",0.0,Neutral
"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,2021-09-05 13:30:00,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35.0,70.0,Canada,2021,9,5,13,emotional exhaustion the weight of the world crushing weary shoulders,"['emotional', 'exhaustion', 'weight', 'world', 'crushing', 'weary', 'shoulders']","['emot', 'exhaust', 'weight', 'world', 'crush', 'weari', 'shoulder']",0.2,Positive
"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,2018-05-22 20:45:00,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18.0,35.0,Germany,2018,5,22,20,sorrowful echoes a symphony of pain played by the strings of loss,"['sorrowful', 'echoes', 'symphony', 'pain', 'played', 'strings', 'loss']","['sorrow', 'echo', 'symphoni', 'pain', 'play', 'string', 'loss']",0.0,Neutral
"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,2016-07-10 18:20:00,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28.0,55.0,USA,2016,7,10,18,darkness descends engulfing the soul in the shadows of despair,"['darkness', 'descends', 'engulfing', 'soul', 'shadows', 'despair']","['dark', 'descend', 'engulf', 'soul', 'shadow', 'despair']",0.0,Neutral
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,2019-04-30 14:00:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22.0,45.0,France,2019,4,30,14,desperation whispers the silent plea for a glimmer of hope in the abyss,"['desperation', 'whispers', 'silent', 'plea', 'glimmer', 'hope', 'abyss']","['desper', 'whisper', 'silent', 'plea', 'glimmer', 'hope', 'abyss']",0.0,Neutral
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,2022-01-08 11:30:00,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20.0,40.0,Brazil,2022,1,8,11,heart in ruins the remnants of shattered dreams scattered in the wind,"['heart', 'ruins', 'remnants', 'shattered', 'dreams', 'scattered', 'wind']","['heart', 'ruin', 'remnant', 'shatter', 'dream', 'scatter', 'wind']",-0.15,Negative
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,2017-09-10 19:15:00,DreamEchoes,Twitter,#Desolation #ScatteredHope,20.0,40.0,Australia,2017,9,10,19,shattered by the echoes of a shattered dream fragments of hope scattered,"['shattered', 'echoes', 'shattered', 'dream', 'fragments', 'hope', 'scattered']","['shatter', 'echo', 'shatter', 'dream', 'fragment', 'hope', 'scatter']",0.0,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,2022-04-18 11:30:00,RemorseWalker,Instagram,#Regret #PathOfRemorse,25.0,50.0,Canada,2022,4,18,11,avoiding the thorns of regret walking barefoot on the path of remorse,"['avoiding', 'thorns', 'regret', 'walking', 'barefoot', 'path', 'remorse']","['avoid', 'thorn', 'regret', 'walk', 'barefoot', 'path', 'remors']",0.0,Neutral
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,2018-12-05 21:45:00,JoyLabyrinth,Facebook,#Grief #LostJoyFootsteps,18.0,35.0,USA,2018,12,5,21,in the labyrinth of grief the walls echo with the footsteps of lost joy,"['labyrinth', 'grief', 'walls', 'echo', 'footsteps', 'lost', 'joy']","['labyrinth', 'grief', 'wall', 'echo', 'footstep', 'lost', 'joy']",0.0,Neutral
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,2016-06-28 14:20:00,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22.0,45.0,UK,2016,6,28,14,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly,"['soul', 'adrift', 'sea', 'solitude', 'waves', 'loneliness', 'crashing', 'relentlessly']","['soul', 'adrift', 'sea', 'solitud', 'wave', 'loneli', 'crash', 'relentlessli']",0.0,Neutral
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,2019-10-22 17:00:00,PalateStainer,Instagram,#Bitterness #StainedTrust,15.0,30.0,Germany,2019,10,22,17,the bitterness of betrayal a taste that lingers staining the palate of trust,"['bitterness', 'betrayal', 'taste', 'lingers', 'staining', 'palate', 'trust']","['bitter', 'betray', 'tast', 'linger', 'stain', 'palat', 'trust']",0.0,Neutral
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,2021-03-15 22:45:00,HopeRuins,Facebook,#Desolation #WhisperedLoss,28.0,55.0,Brazil,2021,3,15,22,in the ruins of hope echoes of shattered dreams whisper tales of loss,"['ruins', 'hope', 'echoes', 'shattered', 'dreams', 'whisper', 'tales', 'loss']","['ruin', 'hope', 'echo', 'shatter', 'dream', 'whisper', 'tale', 'loss']",-0.15,Negative
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,2017-08-10 19:30:00,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22.0,45.0,France,2017,8,10,19,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair,"['sinking', 'like', 'stone', 'ocean', 'heartbreak', 'each', 'ripple', 'sigh', 'despair']","['sink', 'like', 'stone', 'ocean', 'heartbreak', 'each', 'rippl', 'sigh', 'despair']",0.0,Neutral
"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,2023-01-28 14:30:00,InkJournalist,Instagram,#Grief #SilentTears,30.0,60.0,India,2023,1,28,14,tears the ink staining the pages of a journal a testament to silent grief,"['tears', 'ink', 'staining', 'pages', 'journal', 'testament', 'silent', 'grief']","['tear', 'ink', 'stain', 'page', 'journal', 'testament', 'silent', 'grief']",-0.4,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,2016-12-12 10:00:00,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25.0,50.0,Italy,2016,12,12,10,in the wasteland of lost trust the echoes of broken promises reverberate,"['wasteland', 'lost', 'trust', 'echoes', 'broken', 'promises', 'reverberate']","['wasteland', 'lost', 'trust', 'echo', 'broken', 'promis', 'reverber']",-0.4,Negative
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,2020-07-18 15:15:00,DreamTightrope,Twitter,#Resilience #TightropeWalk,35.0,70.0,Japan,2020,7,18,15,avoiding the shards of shattered dreams walking the tightrope of resilience,"['avoiding', 'shards', 'shattered', 'dreams', 'walking', 'tightrope', 'resilience']","['avoid', 'shard', 'shatter', 'dream', 'walk', 'tightrop', 'resili']",0.0,Neutral
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,2022-05-20 20:30:00,EchoedLaughter,Instagram,#Isolation #SilentSolitude,30.0,60.0,South Africa,2022,5,20,20,suffocating in the silence of solitude where echoes of laughter once thrived,"['suffocating', 'silence', 'solitude', 'where', 'echoes', 'laughter', 'once', 'thrived']","['suffoc', 'silenc', 'solitud', 'where', 'echo', 'laughter', 'onc', 'thrive']",-0.5,Negative
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,2019-11-08 14:45:00,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18.0,35.0,Spain,2019,11,8,14,haunted by the specter of lost possibilities a ghost that refuses to fade away,"['haunted', 'specter', 'lost', 'possibilities', 'ghost', 'refuses', 'fade', 'away']","['haunt', 'specter', 'lost', 'possibl', 'ghost', 'refus', 'fade', 'away']",0.0,Neutral
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,2017-03-28 22:00:00,EndlessLabyrinth,Facebook,#Despair #EndlessReverberation,28.0,55.0,Australia,2017,3,28,22,in the labyrinth of despair the echoes of a broken heart reverberate endlessly,"['labyrinth', 'despair', 'echoes', 'broken', 'heart', 'reverberate', 'endlessly']","['labyrinth', 'despair', 'echo', 'broken', 'heart', 'reverber', 'endlessli']",-0.2625,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,2020-09-15 18:15:00,RiverOfSorrow,Instagram,#Sorrow #AutumnLeaves,22.0,45.0,Canada,2020,9,15,18,sinking like autumn leaves in the river of sorrow carried away by the current,"['sinking', 'like', 'autumn', 'leaves', 'river', 'sorrow', 'carried', 'away', 'current']","['sink', 'like', 'autumn', 'leav', 'river', 'sorrow', 'carri', 'away', 'current']",0.0,Neutral
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,2018-06-10 13:30:00,DreamGardener,Twitter,#Desolation #ShatteredHopes,20.0,40.0,UK,2018,6,10,13,in the garden of broken dreams petals fall a silent testimony to shattered hopes,"['garden', 'broken', 'dreams', 'petals', 'fall', 'silent', 'testimony', 'shattered', 'hopes']","['garden', 'broken', 'dream', 'petal', 'fall', 'silent', 'testimoni', 'shatter', 'hope']",-0.2,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,2016-12-22 21:45:00,CurrencyOfTears,Facebook,#Grief #LostLoveLonging,25.0,50.0,USA,2016,12,22,21,tears the currency of grief spent in the marketplace of lost love and longing,"['tears', 'currency', 'grief', 'spent', 'marketplace', 'lost', 'love', 'longing']","['tear', 'currenc', 'grief', 'spent', 'marketplac', 'lost', 'love', 'long']",-0.13333333333333333,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,2021-01-05 16:20:00,MazeWanderer,Instagram,#Betrayal #ClosingWalls,15.0,30.0,Germany,2021,1,5,16,wandering in the maze of betrayal the walls closing in with every wrong turn,"['wandering', 'maze', 'betrayal', 'walls', 'closing', 'every', 'wrong', 'turn']","['wander', 'maze', 'betray', 'wall', 'close', 'everi', 'wrong', 'turn']",-0.5,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,2019-04-18 11:00:00,StormSeeker,Twitter,#Heartbreak #CalmAfterStorm,22.0,45.0,Brazil,2019,4,18,11,a soul weathered by the storm of heartbreak seeking refuge in the calm after,"['soul', 'weathered', 'storm', 'heartbreak', 'seeking', 'refuge', 'calm', 'after']","['soul', 'weather', 'storm', 'heartbreak', 'seek', 'refug', 'calm', 'after']",0.30000000000000004,Positive
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,2017-08-28 19:30:00,TapestrySorrow,Facebook,#Despair #UnraveledHope,18.0,35.0,India,2017,8,28,19,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow,"['tapestry', 'despair', 'threads', 'hope', 'unravel', 'leaving', 'portrait', 'sorrow']","['tapestri', 'despair', 'thread', 'hope', 'unravel', 'leav', 'portrait', 'sorrow']",0.0,Neutral
